# id redshift cfht.megacam.u cfht.megacam.u_err cfht.megacam.u_1 cfht.megacam.u_1_err subaru.suprime.g subaru.suprime.g_err subaru.suprime.r subaru.suprime.r_err subaru.suprime.i subaru.suprime.i_err subaru.suprime.z subaru.suprime.z_err subaru.suprime.Y subaru.suprime.Y_err paranal.vircam.Y paranal.vircam.Y_err paranal.vircam.J paranal.vircam.J_err paranal.vircam.H paranal.vircam.H_err paranal.vircam.Ks paranal.vircam.Ks_err subaru.suprime.IB427 subaru.suprime.IB427_err subaru.suprime.IB464 subaru.suprime.IB464_err subaru.suprime.IB484 subaru.suprime.IB484_err subaru.suprime.IB505 subaru.suprime.IB505_err subaru.suprime.IB527 subaru.suprime.IB527_err subaru.suprime.IB574 subaru.suprime.IB574_err subaru.suprime.IB624 subaru.suprime.IB624_err subaru.suprime.IB679 subaru.suprime.IB679_err subaru.suprime.IB709 subaru.suprime.IB709_err subaru.suprime.IB738 subaru.suprime.IB738_err subaru.suprime.IB767 subaru.suprime.IB767_err subaru.suprime.IB827 subaru.suprime.IB827_err subaru.suprime.NB711 subaru.suprime.NB711_err subaru.suprime.NB816 subaru.suprime.NB816_err subaru.suprime.B subaru.suprime.B_err subaru.suprime.g+ subaru.suprime.g+_err subaru.suprime.V subaru.suprime.V_err subaru.suprime.r+ subaru.suprime.r+_err subaru.suprime.i+ subaru.suprime.i+_err subaru.suprime.z+ subaru.suprime.z+_err subaru.suprime.z++ subaru.suprime.z++_err spitzer.irac.I1 spitzer.irac.I1_err spitzer.irac.I2 spitzer.irac.I2_err hst.acs.wfc.F814W hst.acs.wfc.F814W_err
47747.0 4.12257 0.000249471835559234 9.858456905931234e-06 0.00045011902693659067 1.7121734344982542e-05 0.004737809766083956 2.1195786757743917e-05 0.014073258265852928 3.621491487137973e-05 0.019038230180740356 3.581111741368659e-05 0.017330307513475418 4.603001070790924e-05 0.02232668362557888 7.108520367182791e-05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.02245856262743473 0.00012379897816572338 0.00231732870452106 4.799071029992774e-05 0.004765505436807871 6.177333125378937e-05 0.008430583402514458 6.700639642076567e-05 0.016898350790143013 5.192936077946797e-05 nan nan 0.020950190722942352 0.0002072972129099071 0.018321620300412178 0.00022836482094135135 0.025704756379127502 0.00028429398662410676 0.025507014244794846 0.0003630726132541895 nan nan
87963.0 4.64568 0.0014832771848887205 1.6278432667604648e-05 0.001414139405824244 2.72133565886179e-05 0.0019029343966394663 1.775518830982037e-05 0.0037539766635745764 2.6309895474696532e-05 0.005211027804762125 3.070852471864782e-05 0.005718486849218607 4.7742127208039165e-05 0.006166019942611456 0.00010864204523386434 nan nan nan nan nan nan nan nan 0.0011470506433397532 9.929919906426221e-05 0.002183270175009966 0.00010610275057842955 0.00206815917044878 6.891732482472435e-05 0.0020419820211827755 9.902197780320421e-05 0.0020199851132929325 6.793462671339512e-05 0.0029388254042714834 0.00012081243767170236 0.003871278138831258 8.582059672335163e-05 0.005177811253815889 0.00012984030763618648 0.004500397015362978 0.00011659775918815285 0.004521932452917099 0.00012093954137526453 0.005642225965857506 0.0001265563623746857 0.00583530543372035 0.0001962669484782964 0.0043918779119849205 0.0002999383141286671 0.005448647774755955 8.30007265903987e-05 0.0014792323345318437 2.3142456484492868e-05 0.0017590583302080631 3.029003164556343e-05 0.0025755190290510654 4.165106292930432e-05 0.0036502573639154434 3.3496780815767124e-05 0.005530516151338816 7.313118840102106e-05 0.005494533106684685 0.0001385484210914001 0.005733628291636705 6.340292748063803e-05 0.00588842760771513 0.00018404130241833627 0.00344327325001359 0.00031871398095972836 nan nan
100189.0 4.63791 0.0010991302551701665 8.058135790633969e-06 0.0011006384156644344 1.3091551409161184e-05 0.001353808562271297 1.261618217540672e-05 0.0014201290905475616 1.4949436263123062e-05 0.0014311954146251082 1.646093551244121e-05 0.001443193992599845 2.5504230507067405e-05 0.0015338440425693989 5.5043485190253705e-05 nan nan nan nan nan nan nan nan 0.0012598774628713727 4.267937401891686e-05 0.0010144179686903954 4.6329398173838854e-05 0.0013782016467303038 3.7951613194309175e-05 0.0013467165408656001 5.0760849262587726e-05 0.0012882715091109276 3.8287918869173154e-05 0.0011582234874367714 5.30743200215511e-05 0.0012712824391201138 4.5377550122793764e-05 0.0017202761955559254 5.4490199545398355e-05 0.0013416429283097386 5.2942934416932985e-05 0.0013437974266707897 6.0441710957093164e-05 0.0011827435810118914 6.620599015150219e-05 0.0014604262541979551 0.00010537300113355741 0.001361289992928505 0.00015419156989082694 0.0013731681974604726 4.492137304623611e-05 0.0011014171177521348 1.003617489914177e-05 0.0011458490043878555 1.409708147548372e-05 0.0014093219069764018 1.8641982023837045e-05 0.0011684964410960674 1.693823651294224e-05 0.0014223892940208316 3.131580160697922e-05 0.0014477334916591644 7.068879494909197e-05 0.0014838717179372907 3.310214015073143e-05 0.002245889510959387 0.00016945897368714213 0.002939593978226185 0.00021340134844649583 nan nan
118748.0 4.15263 0.00015387510939035565 9.033283276949078e-06 3.979733810410835e-05 1.5648716725991108e-05 0.0007894018199294806 1.2236217116878834e-05 0.003092410508543253 2.130541906808503e-05 0.006081174127757549 2.4751991077209823e-05 0.007164927199482918 3.8603120628977194e-05 0.009578874334692955 7.077265763655305e-05 nan nan nan nan nan nan nan nan 7.179685781011358e-05 4.668433757615276e-05 0.00029218223062343895 5.095659798826091e-05 0.0004992355243302882 4.2914685764117166e-05 0.0008315309532918036 7.384571654256433e-05 0.0010217051021754742 3.902035314240493e-05 0.0014991472708061337 5.6763223255984485e-05 0.002739386400207877 5.079245602246374e-05 0.00453197630122304 5.329602208803408e-05 0.0037475423887372017 5.261920887278393e-05 0.004442430566996336 6.341321568470448e-05 0.004494537599384785 7.518052007071674e-05 0.005665118340402842 6.552611739607528e-05 0.0041833859868347645 0.00014800814096815884 0.005955756641924381 6.500064046122134e-05 0.0003572674177121371 1.398674248775933e-05 0.000459126167697832 1.687955045781564e-05 0.001617945497855544 2.252859303553123e-05 0.002964815590530634 2.2686139345751144e-05 0.005446781869977713 3.6261510103940964e-05 0.0071021439507603645 0.00010383636254118755 0.008210760541260242 3.7452504329849035e-05 0.08086155354976654 0.0010985888075083494 0.0719568207859993 0.0017816826002672315 nan nan
122037.0 4.61714 0.0006242860690690577 8.700787475390825e-06 0.0005974473315291107 1.4041101167094894e-05 0.0008331675780937076 1.1013833500328474e-05 0.001491233822889626 1.588781196915079e-05 0.002471726853400469 1.7976997696678154e-05 0.0026398461777716875 2.8578115234267898e-05 0.0029164112638682127 5.42792295163963e-05 nan nan nan nan nan nan nan nan 0.000608257541898638 3.5058015782851726e-05 0.0007363533368334174 3.9087881305022165e-05 0.0007652992499060929 3.441776061663404e-05 0.000726476835552603 4.967053246218711e-05 0.0008804203826002777 3.294831913080998e-05 0.0010262830182909966 4.173069464741275e-05 0.001626659999601543 4.579392043524422e-05 0.002201617928221822 5.47862691746559e-05 0.002141097793355584 4.0509668906452134e-05 0.0021939820144325495 5.71440759813413e-05 0.002135626971721649 6.386954919435084e-05 0.0027849532198160887 5.0273250963073224e-05 0.002209882950410247 0.00010301885777153075 0.002599170897156 4.873715806752443e-05 0.0006537839071825147 9.787076123757288e-06 0.0007115089101716876 1.4397323866432998e-05 0.0010009887628257275 1.7271040633204393e-05 0.0014673825353384018 1.7522705093142577e-05 0.002385968342423439 2.8760365239577368e-05 0.00276300311088562 7.496047328459099e-05 0.0026929527521133423 3.0303803214337677e-05 0.0035128509625792503 0.00013219854736234993 0.003024842357262969 0.00016519024211447686 nan nan
128127.0 6.47 6.647445843555033e-05 9.315206625615247e-06 2.756826870609075e-05 1.1776881365221925e-05 7.7786848123651e-05 6.835011845396366e-06 0.00017638674762565643 9.139979738392867e-06 0.0003371648781467229 1.0545768418523949e-05 0.0005963285220786929 1.8069553334498778e-05 0.0009358543320558965 3.51669623341877e-05 nan nan nan nan nan nan nan nan 2.8637039577006362e-05 3.76511670765467e-05 1.4557266695192084e-05 4.001922206953168e-05 6.037418279447593e-05 -6.037418279447593e-05 3.033485700143501e-05 4.91329628857784e-05 4.630358671420254e-05 3.8477715861517936e-05 6.845968164270744e-05 -6.845968164270744e-05 4.082628584001213e-05 4.940800863550976e-05 0.0007355000707320869 5.501289706444368e-05 6.639053026447073e-05 4.5078657421981916e-05 0.00021368938905652612 5.630456143990159e-05 0.0002859401283785701 6.33842428214848e-05 0.0001681361609371379 5.634400076814927e-05 0.00015248176350723952 0.0001109962904592976 0.0007024490623734891 5.2686264098156244e-05 1.508612149336841e-05 1.0777875104395207e-05 0.00017862241656985134 1.5295212506316602e-05 2.9617174732265994e-05 -2.9617174732265994e-05 0.0001550809247419238 1.7115760783781298e-05 0.00041867856634780765 3.091503094765358e-05 0.0006756579969078302 6.731750909239054e-05 0.0007333338726311922 2.8530437703011557e-05 0.012218284420669079 7.098207424860448e-05 0.01590041257441044 7.268060289788991e-05 nan nan
133743.0 4.61428 0.000472399580758065 1.1105849807790946e-05 0.0004880095075350255 1.7240563465747982e-05 0.001236511510796845 1.3796589882986154e-05 0.0017518168315291405 1.8272885426995344e-05 0.002242638962343335 2.158017196052242e-05 0.0023976881057024 3.319242023280822e-05 0.002654806710779667 7.200630352599546e-05 nan nan nan nan nan nan nan nan 0.001541178789921105 0.00031595741165801883 nan nan 0.0011043986305594444 5.873597547179088e-05 0.0012252823216840625 0.00013893893628846854 0.0014619380235671997 6.228593701962382e-05 nan nan 0.0017791587160900235 7.50525578041561e-05 0.0019158361246809363 0.0002596777048893273 nan nan 0.0016741412691771984 0.00018000407726503909 0.0024245630484074354 0.0002220065944129601 0.003092448925599456 0.0004588410083670169 0.0013351017842069268 0.0010119170183315873 0.001772070536389947 8.54372265166603e-05 0.000848901632707566 2.025805770244915e-05 0.0010433238931000233 2.5665596695034765e-05 0.0015952866524457932 2.8919739634147845e-05 0.0018136013532057405 4.409398025018163e-05 0.0021800990216434 5.822418097523041e-05 0.002617964753881097 0.00013704515004064888 0.0022045241203159094 7.678468682570383e-05 0.0009742914116941392 0.0001409349060850218 0.0006862118025310338 0.0003321514232084155 nan nan
135772.0 5.735 1.0441399354021996e-05 -1.0441399354021996e-05 4.4747475840267725e-06 1.0619961358315777e-05 7.448869837389793e-06 -7.448869837389793e-06 9.413877705810592e-06 -9.413877705810592e-06 0.0001086107367882505 7.564672614535084e-06 0.00025276149972341955 1.3001906154386234e-05 0.00030906093888916075 2.5613533580326475e-05 nan nan nan nan nan nan nan nan 5.363203672459349e-05 -5.363203672459349e-05 0.00016223468992393464 3.804321386269294e-05 3.6963952879887074e-05 -3.6963952879887074e-05 5.575836985372007e-05 -5.575836985372007e-05 3.6912013456458226e-05 -3.6912013456458226e-05 6.26091641606763e-05 -6.26091641606763e-05 4.8821017117006704e-05 -4.8821017117006704e-05 4.241813803673722e-05 4.209425605949946e-05 0.00013812989345751703 3.9957943954505026e-05 7.933273445814848e-05 4.359162267064676e-05 3.460069638094865e-05 4.7380104660987854e-05 0.00030026643071323633 5.3741659939987585e-05 0.00018409879703540355 0.00010566200944595039 0.00035653807572089136 3.637639383669011e-05 1.1567613000806887e-05 -1.1567613000806887e-05 1.6164332919288427e-05 1.1159270798088983e-05 2.127374682459049e-05 -2.127374682459049e-05 3.0828294256934896e-05 1.3027341083216015e-05 5.6117994972737506e-05 2.2911972337169573e-05 0.00020358440815471113 5.2426388720050454e-05 0.00022826417989563197 2.2711714336765e-05 0.00044614370563067496 3.5104138078168035e-05 0.0005256871809251606 6.851652142358944e-05 nan nan
155531.0 5.659 8.521775271219667e-06 -8.521775271219667e-06 1.8332637409912422e-05 -1.8332637409912422e-05 6.58744465908967e-06 -6.58744465908967e-06 8.504799552611075e-06 -8.504799552611075e-06 0.00019487876852508634 7.431819540215656e-06 0.0005753524019382894 1.3506462892109994e-05 0.0006447213818319142 2.4953436877694912e-05 nan nan nan nan nan nan nan nan 5.0073416787199676e-05 -5.0073416787199676e-05 4.687413456849754e-05 -4.687413456849754e-05 4.689797788159922e-05 -4.689797788159922e-05 5.234994023339823e-05 -5.234994023339823e-05 4.4761869503417984e-05 -4.4761869503417984e-05 4.756741691380739e-05 -4.756741691380739e-05 4.892624565400183e-05 -4.892624565400183e-05 7.133973122108728e-05 3.300466050859541e-05 4.8119261919055134e-05 -4.8119261919055134e-05 9.733646584209055e-05 4.032787182950415e-05 7.779024599585682e-05 -7.779024599585682e-05 0.00037820194847881794 4.3188683775952086e-05 0.00017136706446763128 8.306148811243474e-05 0.0005144327296875417 3.880942313116975e-05 1.3818857951264363e-06 7.2381130848953035e-06 1.6349762518075295e-05 -1.6349762518075295e-05 2.001984103117138e-05 -2.001984103117138e-05 1.7411922499377397e-06 1.1901294783456251e-05 0.00011102853750344366 2.3627957489225082e-05 0.0006368659087456763 5.2105220675002784e-05 0.0006433189264498651 2.1186044250498526e-05 0.0015553750563412905 7.668764737900347e-05 0.0022760203573852777 0.00011555675155250356 nan nan
160013.0 4.846 6.811174898757599e-06 -6.811174898757599e-06 1.4479110177489929e-05 -1.4479110177489929e-05 2.5878935048240237e-06 3.5369923807593295e-06 1.1015528798452578e-05 4.613377768691862e-06 7.956642366480082e-05 5.502482963493094e-06 4.2866940930252895e-05 9.05129036254948e-06 2.8493173886090517e-05 -2.8493173886090517e-05 nan nan nan nan nan nan nan nan 2.866302111215191e-06 2.6959749447996728e-05 3.65331070497632e-05 -3.65331070497632e-05 2.9970755349495448e-05 -2.9970755349495448e-05 4.1473816963844e-05 -4.1473816963844e-05 9.305383173341397e-06 1.8660686691873707e-05 3.762543201446533e-05 -3.762543201446533e-05 2.0327073798398487e-05 2.6079896997543983e-05 3.738240775419399e-05 -3.738240775419399e-05 0.00023451074957847595 2.4596458388259634e-05 7.65731165301986e-05 3.107099837507121e-05 6.775918336643372e-06 3.3568005164852366e-05 4.903819353785366e-05 -4.903819353785366e-05 0.0005158591666258872 6.584555376321077e-05 3.832404036074877e-05 -3.832404036074877e-05 8.944683941081166e-06 -8.944683941081166e-06 1.2020371286780573e-05 -1.2020371286780573e-05 1.4293394087872002e-05 9.954426786862314e-06 2.642572690092493e-05 9.188233889290132e-06 7.560733502032235e-05 1.774169686541427e-05 6.212014704942703e-05 4.3213527533225715e-05 6.66091000312008e-05 1.6369214790756814e-05 nan nan nan nan nan nan
